2016-10-05,14
2016-10-23,6
2016-12-09,1
2016-11-11,18
2016-07-02,1
2016-11-09,21
2016-07-29,9
2016-11-04,10
2016-09-29,8
2016-11-10,57
2016-09-15,6
2016-07-30,5
2016-10-02,2
2016-07-06,8
2016-08-26,6
2016-07-23,3
2016-06-06,8
2016-09-12,3
2016-10-12,90
2016-10-30,37
2016-10-21,23
2016-11-03,55
2016-05-09,1
2016-03-15,1
2016-11-26,7
2016-11-17,2
2016-05-11,2
2016-10-09,14
2016-11-14,43
2016-09-13,6
2016-05-01,2
2016-11-27,1
2016-10-24,5
2016-09-27,12
2016-08-29,1
2016-10-29,2
2016-03-09,3
2016-10-14,7
2016-10-22,6
2016-09-04,1
2016-07-25,8
2016-10-18,5
2016-11-02,12
2016-10-10,1
2016-11-01,13
2016-07-31,14
2016-11-12,2
2016-09-30,5
2016-05-03,1
2016-06-11,10
2016-10-19,8
2016-07-03,1
2016-09-24,1
2016-11-23,11
2016-03-14,1
2016-10-07,1
2016-10-20,2
2016-03-27,1
2016-11-07,7
2016-10-01,1
2016-09-10,2
2016-07-27,3
2016-02-07,1
2016-03-08,1
2016-08-23,11
2016-04-22,1
2016-06-13,6
2016-07-24,1
2016-08-01,2
2016-10-15,2
2016-07-20,2
2016-09-19,1
2016-08-04,3
2016-10-31,2
2016-10-13,11
2016-06-12,1
2016-11-05,5
2016-11-06,6
2016-07-13,4
2016-11-16,4
2016-08-31,3
2016-07-17,1
2016-06-29,2
2016-08-13,1
2016-07-28,3
2016-10-04,4
2016-10-06,4
2016-06-22,3
2016-11-20,3
2016-08-12,1
2016-08-05,2
2016-10-08,13
2016-08-02,5
2016-10-16,4
2016-07-05,1
2016-02-21,1
2016-05-05,2
2016-05-26,1
2016-11-08,1
2016-05-24,3
2016-08-10,1
2016-07-26,1
